neotoma_names,taxon_name
Ruschia-type,ruschia_type
Ruta,ruta
Ruta graveolens,ruta_graveolens
Rutaceae,rutaceae
Rutaceae (big),rutaceae_big
Rutaceae cf. Boronia,rutaceae_cf_boronia
Rutaceae cf. Phebalium,rutaceae_cf_phebalium
Rutaceae undiff.,rutaceae_undiff
Rutaceae/Anacardiaceae,rutaceae_anacardiaceae
Ruttya-type,ruttya_type
Ryania,ryania
Rytigynia,rytigynia
Saba,saba
Sabal,sabal
Sabatia-type,sabatia_type
Sabiaceae,sabiaceae
Sabicea,sabicea
Sabicea-type,sabicea_type
Sabicea-type africana,sabicea_type_africana
Sabicea africana,sabicea_africana
Sacoglottis,sacoglottis
Sacoglottis gabonensis,sacoglottis_gabonensis
Sagina,sagina
Sagina-type,sagina_type
Sagina apetala-type,sagina_apetala_type
Sagina cf. S. nodosa,sagina_cf_s_nodosa
Sagina nodosa,sagina_nodosa
Sagina nodosa group,sagina_nodosa_group
Sagina procumbens,sagina_procumbens
Sagina procumbens-type,sagina_procumbens_type
Salacia,salacia
Salacia-type,salacia_type
Salacia senegalensis,salacia_senegalensis
Salicaceae,salicaceae
Salicaceae cf. Casearia,salicaceae_cf_casearia
Salicaceae cf. Casearia guianensis,salicaceae_cf_casearia_guianensis
Salicaceae cf. Neoptychocarpus,salicaceae_cf_neoptychocarpus
Salicaceae undiff.,salicaceae_undiff
Salicornia,salicornia
Salicornia-type,salicornia_type
Salix,salix
Salix-type,salix_type
Salix arctica,salix_arctica
Salix caprea,salix_caprea
Salix caroliniana-type,salix_caroliniana_type
Salix cf. S. humboldtiana,salix_cf_s_humboldtiana
Salix cf. S. ledermanii,salix_cf_s_ledermanii
Salix glauca-type,salix_glauca_type
Salix herbacea,salix_herbacea
Salix herbacea-type,salix_herbacea_type
Salix humboldtiana,salix_humboldtiana
Salix ledermanii-type,salix_ledermanii_type
Salix pentandra-type,salix_pentandra_type
Salix polaris-type,salix_polaris_type
Salix reticulata,salix_reticulata
Salix reticulata-type,salix_reticulata_type
Salix sp.,salix_sp
Salix spp.,salix_spp
Salix subserrata,salix_subserrata
Salix subserrata-type,salix_subserrata_type
Salix undiff.,salix_undiff
Salix vestita-type,salix_vestita_type
Salsola,salsola
Salsola-type,salsola_type
Salsola sp.,salsola_sp
Salvadora,salvadora
Salvadora-type persica,salvadora_type_persica
Salvadora persica,salvadora_persica
Salvadora persica-type,salvadora_persica_type
Salvadoraceae,salvadoraceae
Salvia,salvia
Salvia-type,salvia_type
Salvia officinalis-type,salvia_officinalis_type
Salvia pratensis-type,salvia_pratensis_type
Salvia verticillata,salvia_verticillata
Sambucus,sambucus
Sambucus-type,sambucus_type
Sambucus cf. S. ebulus,sambucus_cf_s_ebulus
Sambucus cf. S. nigra,sambucus_cf_s_nigra
Sambucus cf. S. racemosa,sambucus_cf_s_racemosa
Sambucus ebulus,sambucus_ebulus
Sambucus nigra,sambucus_nigra
Sambucus nigra-type,sambucus_nigra_type
Sambucus nigra/S. racemosa,sambucus_nigra_s_racemosa
Sambucus racemosa,sambucus_racemosa
Sambucus racemosa-type,sambucus_racemosa_type
Sambucus undiff.,sambucus_undiff
sample_id,sample_id
Sanguinaria,sanguinaria
Sanguinaria canadensis,sanguinaria_canadensis
Sanguisorba,sanguisorba
Sanguisorba-type,sanguisorba_type
Sanguisorba canadensis,sanguisorba_canadensis
Sanguisorba minor-type,sanguisorba_minor_type
Sanguisorba officinalis,sanguisorba_officinalis
Sanguisorba officinalis-type,sanguisorba_officinalis_type
Sanguisorba stipulata,sanguisorba_stipulata
Sanguisorbineae,sanguisorbineae
Sanicula,sanicula
Sanicula-type,sanicula_type
Sanicula europaea,sanicula_europaea
Sansevieria,sansevieria
Santalaceae,santalaceae
Santiria-type,santiria_type
Santiria-type trimera,santiria_type_trimera
Santiria trimera,santiria_trimera
Sapindaceae,sapindaceae
Sapindaceae-type,sapindaceae_type
Sapindaceae (type 1),sapindaceae_type_1
Sapindaceae (type A),sapindaceae_type_a
Sapindaceae cf. Cupania,sapindaceae_cf_cupania
Sapindaceae cf. Matayba,sapindaceae_cf_matayba
Sapindaceae undiff.,sapindaceae_undiff
Sapindaceae: Dodonaea-type,sapindaceae_dodonaea_type
Sapindus,sapindus
Sapium,sapium
Sapium-type,sapium_type
Sapium (type 1),sapium_type_1
Sapium (type 2),sapium_type_2
Saponaria,saponaria
Saponaria officinalis,saponaria_officinalis
Sapotaceae,sapotaceae
Sapotaceae-type,sapotaceae_type
Sapotaceae (reticulated),sapotaceae_reticulated
Sapotaceae (type 1),sapotaceae_type_1
Sapotaceae (type A),sapotaceae_type_a
Sapotaceae (type I),sapotaceae_type_i
Sapotaceae (type II),sapotaceae_type_ii
Sapotaceae cf. Chrysophyllum,sapotaceae_cf_chrysophyllum
Sapotaceae undiff.,sapotaceae_undiff
Sarcaulus sp.,sarcaulus_sp
Sarcobatus,sarcobatus
Sarcobatus vermiculatus,sarcobatus_vermiculatus
Sarcocapnos,sarcocapnos
Sarcopera,sarcopera
Sarcopoterium,sarcopoterium
Sarcopoterium-type,sarcopoterium_type
Sarcopoterium spinosum,sarcopoterium_spinosum
Sarcopoterium spinosum/Poterium sanguisorba,sarcopoterium_spinosum_poterium_sanguisorba
Sarcopoterium/Sanguisorba minor,sarcopoterium_sanguisorba_minor
Sassafras,sassafras
Satureja,satureja
Satureja-type,satureja_type
Saurauia,saurauia
Saussurea,saussurea
Saussurea-type,saussurea_type
Saussurea nuda,saussurea_nuda
Sauvagesia,sauvagesia
Sauvagesia erecta,sauvagesia_erecta
Saxegothaea,saxegothaea
Saxegothaea conspicua,saxegothaea_conspicua
Saxifraga,saxifraga
Saxifraga-type,saxifraga_type
Saxifraga aizoides,saxifraga_aizoides
Saxifraga aizoides-type,saxifraga_aizoides_type
Saxifraga caesia,saxifraga_caesia
Saxifraga cernua,saxifraga_cernua
Saxifraga cernua-type,saxifraga_cernua_type
Saxifraga cernua/S. rivularis,saxifraga_cernua_s_rivularis
Saxifraga cespitosa-type,saxifraga_cespitosa_type
Saxifraga cf. S. aizoides,saxifraga_cf_s_aizoides
Saxifraga cf. S. cespitosa,saxifraga_cf_s_cespitosa
Saxifraga cf. S. hirculus,saxifraga_cf_s_hirculus
Saxifraga cf. S. hypnoides,saxifraga_cf_s_hypnoides
Saxifraga cf. S. nivalis,saxifraga_cf_s_nivalis
Saxifraga cf. S. oppositifolia,saxifraga_cf_s_oppositifolia
Saxifraga granulata,saxifraga_granulata
Saxifraga granulata-type,saxifraga_granulata_type
Saxifraga hirculus,saxifraga_hirculus
Saxifraga hirculus-type,saxifraga_hirculus_type
Saxifraga hirsuta,saxifraga_hirsuta
Saxifraga hirsuta-type,saxifraga_hirsuta_type
Saxifraga hypnoides-type,saxifraga_hypnoides_type
Saxifraga oppositifolia,saxifraga_oppositifolia
Saxifraga oppositifolia-type,saxifraga_oppositifolia_type
Saxifraga oppositifolia/S. aizoides-type,saxifraga_oppositifolia_s_aizoides_type
Saxifraga paniculata-type,saxifraga_paniculata_type
Saxifraga rivularis,saxifraga_rivularis
Saxifraga rosacea,saxifraga_rosacea
Saxifraga rotundifolia,saxifraga_rotundifolia
Saxifraga spathularis,saxifraga_spathularis
Saxifraga tricuspidata,saxifraga_tricuspidata
Saxifraga tricuspidata-type,saxifraga_tricuspidata_type
Saxifraga tridactylites,saxifraga_tridactylites
Saxifraga tridactylitis-type,saxifraga_tridactylitis_type
Saxifraga undiff.,saxifraga_undiff
Saxifragaceae,saxifragaceae
Saxifragaceae-type,saxifragaceae_type
Saxifragaceae indet.,saxifragaceae_indet
Saxifragaceae undiff.,saxifragaceae_undiff
Scabiosa,scabiosa
Scabiosa-type,scabiosa_type
Scabiosa columbaria,scabiosa_columbaria
Scabiosa columbaria-type,scabiosa_columbaria_type
Scaevola,scaevola
Scaevola comp.,scaevola_comp
Scaevola taccada,scaevola_taccada
Scalesia cf. S. affinis,scalesia_cf_s_affinis
Scalesia undiff.,scalesia_undiff
Scandix pecten-veneris,scandix_pecten_minus_veneris
Scandix pecten-veneris-type,scandix_pecten_minus_veneris_type
Scheelea,scheelea
Scheelea-type,scheelea_type
Schefflera,schefflera
Schefflera-type,schefflera_type
Schefflera abyssinica-type,schefflera_abyssinica_type
Schefflera comp.,schefflera_comp
Schefflera myriantha-type,schefflera_myriantha_type
Schefflera volkensii,schefflera_volkensii
Schima-type,schima_type
Schinopsis,schinopsis
Schinus,schinus
Schinus-type,schinus_type
Schisandra,schisandra
Schizanthus,schizanthus
Schizeilema,schizeilema
Schizeilema fragosea,schizeilema_fragosea
Schizolobium,schizolobium
Schizolobium parahyba,schizolobium_parahyba
Schizolobium sp.,schizolobium_sp
Schkuhria-type,schkuhria_type
Schnella cf. S. reflexa,schnella_cf_s_reflexa
Schnella reflexa-type,schnella_reflexa_type
Schoepfia,schoepfia
Schotia,schotia
Schrebera,schrebera
Schultesia,schultesia
Schuurmansia,schuurmansia
Sciadopitys,sciadopitys
Scilla,scilla
Scilla-type,scilla_type
Scleranthus,scleranthus
Scleranthus-type,scleranthus_type
Scleranthus annuus,scleranthus_annuus
Scleranthus annuus-type,scleranthus_annuus_type
Scleranthus cf. S. perennis,scleranthus_cf_s_perennis
Scleranthus perennis,scleranthus_perennis
Sclerocarya,sclerocarya
Sclerocarya birrea-type,sclerocarya_birrea_type
Sclerochiton,sclerochiton
Scleronema,scleronema
Sclerosperma,sclerosperma
Scolopia,scolopia
Scoparia,scoparia
Scoparia-type,scoparia_type
Scoparia dulcis,scoparia_dulcis
Scorodophloeus zenkeri-type,scorodophloeus_zenkeri_type
Scorzonera,scorzonera
Scorzonera-type,scorzonera_type
Scorzonera humilis,scorzonera_humilis
Scorzonera humilis-type,scorzonera_humilis_type
Scorzonera laciniata-type,scorzonera_laciniata_type
Scottellia klaineana-type,scottellia_klaineana_type
Scrophularia,scrophularia
Scrophularia-type,scrophularia_type
Scrophularia canina-type,scrophularia_canina_type
Scrophularia nodosa-type,scrophularia_nodosa_type
Scrophularia umbrosa,scrophularia_umbrosa
Scrophularia/Verbascum,scrophularia_verbascum
Scrophulariaceae,scrophulariaceae
Scrophulariaceae-type,scrophulariaceae_type
Scrophulariaceae (tricolpate),scrophulariaceae_tricolpate
Scrophulariaceae pro parte,scrophulariaceae_pro_parte
Scrophulariaceae undiff.,scrophulariaceae_undiff
Scutellaria,scutellaria
Scutellaria-type,scutellaria_type
Scutellaria cf. S. galericulata,scutellaria_cf_s_galericulata
Scutellaria galericulata,scutellaria_galericulata
Scutia,scutia
Scutia-type,scutia_type
Scyphanthus,scyphanthus
Scyphiphora,scyphiphora
Scytopetalum,scytopetalum
Searsia,searsia
Searsia-type (S. natalensis),searsia_type_s_natalensis
Searsia-type (S. tripartita),searsia_type_s_tripartita
Searsia natalensis,searsia_natalensis
Sebaea,sebaea
Sebaea brachyphylla-type,sebaea_brachyphylla_type
Sebastiania,sebastiania
Sebastiania (type 1),sebastiania_type_1
Sebastiania brasiliensis,sebastiania_brasiliensis
Sebastiania cf. S. schottiana,sebastiania_cf_s_schottiana
Sebastiania commersoniana,sebastiania_commersoniana
Sebastiania undiff.,sebastiania_undiff
Secale,secale
Secale-type,secale_type
Secale (primitive),secale_primitive
Secale cereale,secale_cereale
Secondatia-type,secondatia_type
Secondatia (type 2),secondatia_type_2
Securinega,securinega
Securinega-type,securinega_type
Securinega-type (S. virosa),securinega_type_s_virosa
Securinega virosa,securinega_virosa
Securinega virosa-type,securinega_virosa_type
Sedum,sedum
Sedum-type,sedum_type
Sedum acre,sedum_acre
Sedum acre-type,sedum_acre_type
Sedum album-type,sedum_album_type
Sedum anglicum,sedum_anglicum
Sedum/Rhodiola cf. R. rosea,sedum_rhodiola_cf_r_rosea
Selago,selago
Selago-type,selago_type
Selinum carvifolia,selinum_carvifolia
Selinum carvifolia-type,selinum_carvifolia_type
Sempervivum,sempervivum
Senecio,senecio
Senecio-type,senecio_type
Senecio-type (40 µm),senecio_type_40_mu_m
Senecio hadiensis-type,senecio_hadiensis_type
Senecio johnstonianus-type,senecio_johnstonianus_type
Senecio sp.,senecio_sp
Senecio vulgaris-type,senecio_vulgaris_type
Senecio/Arctium,senecio_arctium
Senecio/Aster,senecio_aster
Senecioneae,senecioneae
Senefeldera,senefeldera
Senna,senna
Senna-type didymobotrya,senna_type_didymobotrya
Senna-type italica,senna_type_italica
Senna (type 1),senna_type_1
Senna (type 4),senna_type_4
Senna italica,senna_italica
Senna multijuga,senna_multijuga
Senna obtusifolia,senna_obtusifolia
Senna occidentalis,senna_occidentalis
Senna undiff.,senna_undiff
Sequoia,sequoia
Sequoiadendron,sequoiadendron
Serenoa,serenoa
Sericocomopsis-type,sericocomopsis_type
Sericostachys,sericostachys
Sericostachys-type (S. scandens),sericostachys_type_s_scandens
Sericostachys-type scandens,sericostachys_type_scandens
Sericostachys scandens-type,sericostachys_scandens_type
Seriphium kilimandscharicum,seriphium_kilimandscharicum
Seriphium kilimandscharicum-type,seriphium_kilimandscharicum_type
Serjania,serjania
Serjania (type D),serjania_type_d
Serratula,serratula
Serratula-type,serratula_type
Sesamoides,sesamoides
Sesamum,sesamum
Sesbania,sesbania
Sesbania-type sesban,sesbania_type_sesban
Sesbania rostrata,sesbania_rostrata
Sesbania sesban,sesbania_sesban
Seseli,seseli
Seseli-type,seseli_type
Seseli libanotis-type,seseli_libanotis_type
Sesuvium,sesuvium
Sesuvium-type,sesuvium_type
Shepherdia,shepherdia
Shepherdia argentea,shepherdia_argentea
Shepherdia canadensis,shepherdia_canadensis
Shepherdia canadensis-type,shepherdia_canadensis_type
Shepherdia undiff.,shepherdia_undiff
Sherbournia,sherbournia
Shirakiopsis-type (S. elliptica),shirakiopsis_type_s_elliptica
Shirakiopsis-type elliptica,shirakiopsis_type_elliptica
Shirakiopsis elliptica,shirakiopsis_elliptica
Shirakiopsis elliptica-type,shirakiopsis_elliptica_type
Sibbaldia,sibbaldia
Sicydium,sicydium
Sida,sida
Sida-type,sida_type
Sideritis,sideritis
Sideritis-type,sideritis_type
Sideritis (tetracolpate),sideritis_tetracolpate
Sideroxylon,sideroxylon
Sideroxylon-type,sideroxylon_type
Sideroxylon-type oxyacanthum,sideroxylon_type_oxyacanthum
Sideroxylon cf. S. grandiflorum,sideroxylon_cf_s_grandiflorum
Sideroxylon cf. S. sessiliflorum,sideroxylon_cf_s_sessiliflorum
Sideroxylon salicifolium,sideroxylon_salicifolium
Sieruela monophylla,sieruela_monophylla
Sigesbeckia orientalis,sigesbeckia_orientalis
Silaum silaus,silaum_silaus
Silaum silaus-type,silaum_silaus_type
Silene,silene
Silene-type,silene_type
Silene-type (S. burchellii),silene_type_s_burchellii
Silene-type burchellii,silene_type_burchellii
Silene-type undiff.,silene_type_undiff
Silene acaulis,silene_acaulis
Silene acaulis-type,silene_acaulis_type
Silene burchellii-type,silene_burchellii_type
Silene cf. S. acaulis,silene_cf_s_acaulis
Silene ciliata-type,silene_ciliata_type
Silene dioica,silene_dioica
Silene dioica-type,silene_dioica_type
Silene flos-cuculi,silene_flos_minus_cuculi
Silene foetida-type,silene_foetida_type
Silene latifolia,silene_latifolia
Silene nutans,silene_nutans
Silene suecica-type,silene_suecica_type
Silene undiff.,silene_undiff
Silene uniflora subsp. uniflora-type,silene_uniflora_subsp_uniflora_type
Silene viscaria,silene_viscaria
Silene viscaria-type,silene_viscaria_type
Silene vulgaris,silene_vulgaris
Silene vulgaris-type,silene_vulgaris_type
Silene vulgaris group,silene_vulgaris_group
Silene/Cerastium,silene_cerastium
Silene/Uebelinia-type,silene_uebelinia_type
Sileneae,sileneae
Silenoideae-type,silenoideae_type
Simarouba,simarouba
Simarouba amara,simarouba_amara
Simaroubaceae,simaroubaceae
Simethis planifolia,simethis_planifolia
Simira,simira
Simmondsia chinensis,simmondsia_chinensis
Sinapis,sinapis
Sinapis-type,sinapis_type
Sinapis arvensis,sinapis_arvensis
Siparuna,siparuna
Siparuna-type,siparuna_type
Siphocampylus,siphocampylus
Sison amomum,sison_amomum
Sison amomum-type,sison_amomum_type
Sison segetum-type,sison_segetum_type
Sisyrinchium,sisyrinchium
Sisyrinchium-type,sisyrinchium_type
Sium,sium
Sium-type,sium_type
Sium latifolium,sium_latifolium
Sium latifolium-type,sium_latifolium_type
Skimmia,skimmia
Sloanea,sloanea
Sloanea-type,sloanea_type
Sloanea (floribunda),sloanea_floribunda
Sloanea (type 2),sloanea_type_2
Sloanea stipitata,sloanea_stipitata
Sloanea undiff.,sloanea_undiff
Smilacaceae,smilacaceae
Smilax,smilax
Smithia elliotii-type,smithia_elliotii_type
Smyrnium,smyrnium
Smyrnium-type,smyrnium_type
Socratea,socratea
Socratea-type,socratea_type
Solanaceae,solanaceae
Solanaceae-type,solanaceae_type
Solanaceae (type 1),solanaceae_type_1
Solanaceae (type 16),solanaceae_type_16
Solanaceae (type 2),solanaceae_type_2
Solanaceae (type 3),solanaceae_type_3
Solanaceae undiff.,solanaceae_undiff
Solanecio-type (S. mannii),solanecio_type_s_mannii
Solanecio-type mannii,solanecio_type_mannii
Solanecio mannii-type,solanecio_mannii_type
Solanum,solanum
Solanum-type,solanum_type
Solanum-type nigrum,solanum_type_nigrum
Solanum (type 1),solanum_type_1
Solanum (type 2),solanum_type_2
Solanum (type 3),solanum_type_3
Solanum (type 4),solanum_type_4
Solanum (type I),solanum_type_i
Solanum dulcamara,solanum_dulcamara
Solanum dulcamara-type,solanum_dulcamara_type
Solanum dulcamara/Sedum,solanum_dulcamara_sedum
Solanum nigrum,solanum_nigrum
Solanum nigrum-type,solanum_nigrum_type
Solanum rostratum,solanum_rostratum
Solanum sp.,solanum_sp
Solanum/Ricinus,solanum_ricinus
Soldanella,soldanella
Solenanthus-type,solenanthus_type
Solidago,solidago
Solidago-type,solidago_type
Solidago-type/Saussurea-type,solidago_type_saussurea_type
Solidago canadensis,solidago_canadensis
Solidago virgaurea-type,solidago_virgaurea_type
Solidago/Saussurea,solidago_saussurea
Sonchus,sonchus
Sonchus-type,sonchus_type
Sonchus cf. S. asper,sonchus_cf_s_asper
Sonchus cf. S. kirkii,sonchus_cf_s_kirkii
Sonchus kirkii,sonchus_kirkii
Sonneratia,sonneratia
Sophora,sophora
Sophora tomentosa,sophora_tomentosa
Sopubia parviflora,sopubia_parviflora
Sorbus,sorbus
Sorbus-type,sorbus_type
Sorbus aria,sorbus_aria
Sorbus aria-type,sorbus_aria_type
Sorbus aucuparia,sorbus_aucuparia
Sorbus aucuparia-type,sorbus_aucuparia_type
Sorbus cf. S. aucuparia,sorbus_cf_s_aucuparia
Sorbus group,sorbus_group
Sorbus sp.,sorbus_sp
Sorbus torminalis,sorbus_torminalis
Sorindeia,sorindeia
Sorindeia-type,sorindeia_type
Sorindeia-type (S. juglandifolia),sorindeia_type_s_juglandifolia
Sorindeia-type juglandifolia,sorindeia_type_juglandifolia
Sorindeia-type madagascariensis,sorindeia_type_madagascariensis
Sorocea,sorocea
Soulamea,soulamea
Souroubea,souroubea
Spananthe,spananthe
Sparrmannia,sparrmannia
Spartium,spartium
Spartium junceum,spartium_junceum
Spathiphyllum,spathiphyllum
Spathiphyllum-type,spathiphyllum_type
Spathodea,spathodea
Spenocleaceae (30µm),spenocleaceae_30mu_m
Spergula,spergula
Spergula-type,spergula_type
Spergula arvensis,spergula_arvensis
Spergula arvensis-type,spergula_arvensis_type
Spergula/Spergularia,spergula_spergularia
Spergularia,spergularia
Spergularia-type,spergularia_type
Spergularia sp.,spergularia_sp
Spermacoce,spermacoce
Spermacoce-type,spermacoce_type
Spermacoce-type radiata,spermacoce_type_radiata
Spermacoce-type undiff.,spermacoce_type_undiff
Spermacoce assurgens,spermacoce_assurgens
Spermacoce cf. S. latifolia,spermacoce_cf_s_latifolia
Spermacoce chaetocephala,spermacoce_chaetocephala
Spermacoce latifolia,spermacoce_latifolia
Spermacoce radiata,spermacoce_radiata
Spermacoce radiata-type,spermacoce_radiata_type
Spermacoce ruelliae,spermacoce_ruelliae
Spermacoce undiff.,spermacoce_undiff
Spermatophyta undiff. (Andean trees),spermatophyta_undiff_andean_trees
Spermatophyta undiff. (cf. upland herbs),spermatophyta_undiff_cf_upland_herbs
Spermatophyta undiff. (deciduous trees),spermatophyta_undiff_deciduous_trees
Spermatophyta undiff. (dry forest trees/shrubs),spermatophyta_undiff_dry_forest_trees_shrubs
Spermatophyta undiff. (lowland forest trees),spermatophyta_undiff_lowland_forest_trees
Spermatophyta undiff. (montane forest trees),spermatophyta_undiff_montane_forest_trees
Spermatophyta undiff. (shrubs),spermatophyta_undiff_shrubs
Spermatophyta undiff. (trees),spermatophyta_undiff_trees
Spermatophyta undiff. (trees/shrubs),spermatophyta_undiff_trees_shrubs
Spermatophyta undiff. (upland herbs),spermatophyta_undiff_upland_herbs
Sphaeralcea,sphaeralcea
Sphaeralcea-type,sphaeralcea_type
Sphagnum-type,sphagnum_type
Sphenoclea,sphenoclea
Sphenostemon,sphenostemon
Spigelia,spigelia
Spinacia-type,spinacia_type
Spinacia oleracea,spinacia_oleracea
Spiracantha cornifolia,spiracantha_cornifolia
Spiraea,spiraea
Spiraea-type,spiraea_type
Spiraeopsis,spiraeopsis
Spirostachys,spirostachys
Spirotheca,spirotheca
Spondias,spondias
Spondias-type,spondias_type
Spondias (type 20),spondias_type_20
Spondias (type 25),spondias_type_25
Spondias (type 32),spondias_type_32
Spondias (type 40),spondias_type_40
Spondias (type II),spondias_type_ii
Spondias mombin,spondias_mombin
Spondias undiff.,spondias_undiff
